V1	sum
k101_72843	219
k101_72844	291
k101_7285	162
k101_72851	30878
k101_72856	41
k101_72859	154886
k101_72877	49
k101_7288	259
k101_72894	137
k101_72895	299
k101_72898	4984
k101_7290	430
k101_72909	133
k101_72910	427
k101_72912	109
k101_72925	875
k101_72926	178
k101_7294	64
k101_72946	207
k101_72949	540
k101_72950	51
k101_72952	24
k101_72984	460
k101_72988	24
k101_72991	935
k101_73007	116
k101_73017	151
k101_73031	33
k101_73034	30
k101_73039	67
k101_73056	137
k101_73063	128
k101_73083	118
k101_73085	349
k101_73086	40
k101_7309	148
k101_73097	27
k101_731	21
k101_73107	241
k101_73118	35
k101_73120	618
k101_7313	120
k101_73131	54
k101_73143	102
k101_73146	16316
k101_73157	390
k101_73158	30
k101_7316	38
k101_73174	234
k101_73177	24
k101_73183	39
k101_73192	53
k101_73199	252
k101_7320	535
k101_7321	531
k101_73214	39
k101_7322	2761
k101_73227	62
k101_7323	71
k101_73232	148
k101_73244	34
k101_73245	212
k101_73248	99
k101_73250	75
k101_73256	39
k101_73258	76
k101_73265	9105
k101_73269	761
k101_7327	331
k101_73274	137
k101_73288	189
k101_73289	104
k101_73292	715
k101_7330	121
k101_73308	170
k101_73310	132
k101_73324	64
k101_73327	173
k101_73335	183
k101_73336	497
k101_73337	189
k101_7334	16837
k101_73340	131
k101_73344	631
k101_73349	92
k101_73355	21
k101_73360	129
k101_73363	46
k101_73364	110
k101_7337	410
k101_73373	52
k101_73374	1543
k101_73378	739
k101_7338	43
k101_7339	4399
k101_73390	38
k101_73393	163
k101_73396	362
k101_73398	82
k101_73400	43
k101_73401	64382
k101_73408	30167
k101_73411	181
k101_73415	1492
k101_7343	166
k101_73437	82
k101_73439	58
k101_73440	25
k101_73471	104
k101_73476	22
k101_73482	40
k101_73490	43
k101_73519	239
k101_73526	108
k101_73531	511
k101_73538	56
k101_73539	42
k101_7355	78
k101_73552	99
k101_73557	553
k101_73561	29
k101_73562	152
k101_73572	349
k101_73581	147
k101_73599	37
k101_7360	181
k101_73606	164
k101_7362	27
k101_73621	66
k101_73630	391
k101_73631	149
k101_73635	202
k101_73637	1953
k101_73638	134
k101_7364	7854
k101_73647	205
k101_73655	57
k101_73656	116
k101_7368	91
k101_73683	2679
k101_73685	21
k101_73687	128
k101_73691	3086
k101_737	155
k101_7371	245
k101_73714	61
k101_73718	135
k101_73735	117
k101_7374	324
k101_73740	32
k101_73742	111
k101_7375	163
k101_73751	795
k101_73774	77
k101_73796	55
k101_73801	25
k101_73818	201
k101_73828	35
k101_73832	23
k101_73842	249
k101_73850	153
k101_73851	315
k101_73869	615
k101_73872	225
k101_73879	289
k101_73885	78
k101_73898	109
k101_73899	183
k101_73900	124
k101_73908	61
k101_73911	810
k101_73927	110
k101_73939	64
k101_73957	29
k101_7397	113
k101_7398	156
k101_73987	168
k101_73998	103
k101_74	330
k101_74002	100
k101_74016	96
k101_74030	167
k101_7404	183
k101_74044	301
k101_74058	84
k101_7406	780
k101_7407	56
k101_74071	162
k101_74076	225312
k101_74078	282
k101_7409	86
k101_74090	76
k101_74096	667
k101_74098	156
k101_74100	34
k101_74106	78
k101_74108	536
k101_7412	658
k101_74143	30
k101_74153	189
k101_74158	807
k101_7418	154
k101_7419	2233
k101_74190	368
k101_74191	45
k101_742	382
k101_74203	455
k101_74207	167
k101_7421	327
k101_74211	109
k101_74219	97
k101_74239	174
k101_74240	154
k101_74246	94
k101_74265	66
k101_74273	122
k101_74274	125
k101_74275	77
k101_74282	598
k101_74284	163
k101_74289	76
k101_74307	399
k101_74318	46
k101_7434	157
k101_7435	144
k101_74357	1111
k101_74358	75
k101_7436	315
k101_74364	76
k101_74369	36
k101_7437	1565
k101_74380	835
k101_74382	346
k101_74387	145
k101_7439	102
k101_74391	44
k101_74392	242
k101_74393	230
k101_74396	104
k101_74399	39
k101_74405	2116
k101_7441	215
k101_74410	5514
k101_7442	30125
k101_74449	51
k101_7446	29
k101_74463	116
k101_74477	87
k101_74482	3491
k101_74484	23
k101_74488	26
k101_7449	496
k101_74493	102
k101_745	163
k101_74508	4974
k101_74509	22
k101_74511	251
k101_74515	52
k101_74526	251
k101_74529	328
k101_74531	1233
k101_74532	221
k101_7454	93
k101_74546	94
k101_7455	424
k101_74555	33
k101_74558	325
k101_74562	96
k101_74569	93
k101_7457	211
k101_74570	37
k101_74574	383
k101_74579	99
k101_74584	30678
k101_7459	89
k101_74596	63
k101_74597	160
k101_7461	159
k101_74625	41
k101_7463	418
k101_74630	1590
k101_74632	59
k101_74642	180
k101_74659	281
k101_74661	53290
k101_74665	278
k101_74666	89
k101_74667	44
k101_74668	94
k101_74688	61
k101_74696	404
k101_74697	12233
k101_74706	32
k101_74712	37
k101_74715	239
k101_74720	55
k101_74722	81
k101_74729	80
k101_74732	431
k101_74733	94
k101_74741	109
k101_74751	30
k101_74755	38
k101_74775	199
k101_74781	135
k101_74782	217
k101_74786	192
k101_74788	87
k101_74808	7980
k101_74814	92
k101_74819	45
k101_74822	28
k101_74839	52
k101_7485	200
k101_74872	22
k101_74878	116
k101_74896	266
k101_74897	130
k101_7490	78
k101_74905	263
k101_74906	127
k101_74914	48
k101_74921	70
k101_74924	99
k101_74925	162
k101_74930	371
k101_74934	99
k101_74936	69
k101_74948	364
k101_74969	36674
k101_75009	82
k101_75013	1882
k101_75022	117
k101_75023	49
k101_75040	113
k101_75044	78
k101_75054	570
k101_75064	39
k101_75081	107
k101_75088	53
k101_75094	33
k101_7510	43
k101_75103	81
k101_75113	102
k101_75115	24
k101_75123	62
k101_75124	97
k101_7513	227
k101_75150	50
k101_75163	152
k101_75179	155
k101_75182	17
k101_75190	52
k101_75199	216
k101_75204	152
k101_75211	77
k101_75215	3146
k101_7522	58
k101_7523	150
k101_75230	41
k101_75233	33
k101_75234	48
k101_75252	44
k101_75259	91
k101_75261	1239
k101_75263	40
k101_75269	618
k101_75270	610
k101_75272	3569
k101_7528	131
k101_75285	584
k101_75299	45
k101_75309	86
k101_75311	48
k101_75333	357
k101_75352	994
k101_7536	378
k101_75361	51
k101_75383	26
k101_75384	83
k101_75391	195
k101_75412	148
k101_7542	176
k101_75429	304
k101_75449	36
k101_75450	97
k101_75452	21
k101_75462	4137
k101_7547	125
k101_7548	42
k101_75485	517
k101_75492	1157
k101_75501	129
k101_75503	851
k101_75504	161
k101_7554	9529
k101_75544	43
k101_75554	44
k101_7556	6620
k101_75561	77
k101_75562	30
k101_75564	114
k101_75570	127
k101_75574	146
k101_75590	227
k101_75599	65
k101_756	199
k101_75610	81
k101_75613	42
k101_75616	64
k101_75621	265
k101_75637	624
k101_75648	70
k101_7566	522
k101_75684	72
k101_75692	100
k101_75696	33
k101_75697	192
k101_75698	105
k101_7571	93
k101_75713	88
k101_7572	41
k101_75721	99
k101_75732	100
k101_75737	41
k101_75739	120
k101_75747	191
k101_75750	159
k101_75751	226
k101_75755	1297
k101_75774	2162
k101_75778	105
k101_7578	167
k101_75784	135
k101_75791	698
k101_75794	115
k101_75812	491
k101_75813	90
k101_75816	33
k101_75823	663031
k101_75830	498
k101_75836	732
k101_75837	275
k101_75845	75
k101_75860	450
k101_75870	37
k101_75880	200
k101_75882	114
k101_75890	85
k101_75900	446
k101_75901	479
k101_75903	79
k101_75910	91
k101_75914	31
k101_7592	92
k101_75923	198
k101_75925	78
k101_75926	64
k101_75927	117
k101_75928	63
k101_75930	607
k101_75939	665344
k101_75942	79
k101_7595	80
k101_75956	102
k101_75960	308
k101_75961	104
k101_75966	153
k101_7597	1111
k101_75978	62
k101_75987	462
k101_75988	111
k101_75997	42
k101_75998	41
k101_76004	117
k101_76010	758
k101_76012	39
k101_76016	62
k101_76019	1978
k101_76021	2947
k101_76029	102
k101_76030	116
k101_76044	204
k101_76059	99
k101_76062	287
k101_76088	43
k101_7609	2228
k101_76096	135
k101_761	229
k101_7610	104
k101_76111	43
k101_76119	133
k101_76130	8319
k101_7614	682
k101_76145	126
k101_76160	41
k101_76162	256
k101_76165	106
k101_76177	302
k101_7618	70
k101_76182	118
k101_7619	164
k101_76192	72
k101_762	119
k101_76200	84
k101_76205	37
k101_76211	169
k101_76219	345
k101_76220	171
k101_76225	737
k101_76227	167
k101_7623	51
k101_7625	163
k101_76256	57
k101_76280	242
k101_76287	64
k101_76291	49
k101_76301	35
k101_76305	105
k101_76307	48
k101_76309	106
k101_76311	95
k101_76315	162
k101_76330	3141
k101_76339	2037
k101_76341	504
k101_76357	74
k101_76362	162
k101_76377	33
k101_76394	143
k101_76397	46
k101_76399	33
k101_76406	737
k101_76414	599
k101_76420	187
k101_76422	143
k101_76423	73
k101_76427	161
k101_76432	421
k101_76445	354
k101_76449	870
k101_76456	43
k101_76466	63
k101_76468	100
k101_76474	25
k101_7648	91
k101_76493	74
k101_76495	266331
k101_7650	148
k101_76506	4923
k101_7651	7139
k101_76510	48
k101_76512	57
k101_76525	52
k101_76530	226
k101_76531	50
k101_76533	49
k101_76543	181
k101_76545	224
k101_76550	91
k101_76564	62
k101_76566	182
k101_7657	168
k101_76570	438
k101_76572	1626
k101_76575	59
k101_76587	39
k101_766	9858
k101_76601	66
k101_7661	77
k101_76633	34
k101_76637	267
k101_76645	30
k101_7665	1330
k101_76655	174
k101_76660	234
k101_76661	67
k101_76664	66
k101_76668	750
k101_7667	162
k101_7668	84
k101_76680	39
k101_76681	807
k101_76682	92
k101_76684	151
k101_7670	146
k101_76704	87
k101_76724	237
k101_76751	82
k101_76757	180
k101_76761	148
k101_7677	98
k101_76787	39
k101_76788	342
k101_76793	30
k101_76798	49
k101_76801	75
k101_76817	34
k101_7682	43
k101_76823	26
k101_7683	43
k101_76844	545
k101_76859	88
k101_76862	70
k101_76871	68
k101_76874	33
k101_76875	90
k101_76880	2975
k101_76882	67
k101_7690	62
k101_76903	66
k101_76907	31
k101_76911	51
k101_76919	40
k101_7692	644
k101_76922	102
k101_76923	124
k101_76926	25
k101_76928	1746
k101_76941	64
k101_76944	260
k101_7695	189
k101_76953	29
k101_76959	145
k101_76978	69
k101_76998	57
k101_77	61
k101_77005	282
k101_77010	30
k101_77015	27
k101_77016	21317
k101_77023	50
k101_77028	32
k101_7703	85
k101_77030	50
k101_77034	54
k101_77039	206
k101_77053	79
k101_77060	44851
k101_77064	581
k101_7707	114
k101_77072	273
k101_77095	699
k101_7710	119
k101_77100	183
k101_77104	29
k101_77109	46
k101_77121	45
k101_77124	742
k101_77131	103
k101_77136	54
k101_77138	562
k101_77146	439
k101_77160	85
k101_77161	921
k101_77164	131
k101_77168	119
k101_77170	117724
k101_77175	55
k101_77176	36
k101_7718	308
k101_77181	96
k101_77184	38
k101_77195	205
k101_77199	4206
k101_772	147
k101_77208	87
k101_77217	312
k101_7722	227
k101_7723	593
k101_77235	282031
k101_77236	97
k101_77238	34
k101_77241	149
k101_77242	202
k101_7725	199
k101_77254	194
k101_77268	325
k101_77269	226
k101_77271	41741
k101_77283	101
k101_77292	437
k101_7731	860
k101_77316	331
k101_77324	47
k101_77331	122
k101_77333	308
k101_77342	228978
k101_77347	246
k101_77358	88
k101_7736	42
k101_7737	855
k101_77380	781
k101_77382	357
k101_7740	46
k101_77404	32661
k101_77421	62
k101_77422	4112
k101_77432	58
k101_77442	57
k101_77449	137
k101_77461	24
k101_7748	43
k101_77484	112
k101_77491	55
k101_77497	542
k101_775	98
k101_77511	40
k101_7752	33
k101_77526	240
k101_77541	177
k101_77544	40
k101_77545	60
k101_7759	110
k101_77591	53
k101_77595	98
k101_77602	70
k101_77610	31
k101_77614	35
k101_77628	75
k101_7763	49
k101_77633	68
k101_77642	26
k101_77644	5857
k101_77646	2672
k101_77649	33
k101_77652	91
k101_77665	52
k101_7767	190
k101_77672	82
k101_77673	117
k101_7768	154
k101_77687	124
k101_77693	155
k101_777	99
k101_77703	554
k101_7771	96
k101_77710	132
k101_77711	64
k101_77747	61
k101_77752	101532
k101_77753	119
k101_77761	40
k101_77767	264
k101_77768	57
k101_7777	218
k101_77772	34
k101_77789	109
k101_7779	1978
k101_77792	208
k101_77793	278
k101_77808	89
k101_77824	28
k101_77827	150
k101_77832	1590
k101_77835	63
k101_77836	63
k101_77841	126061
k101_77845	56
k101_77853	544
k101_77862	473
k101_77868	51
k101_7787	13081
k101_77891	110
k101_7791	105
k101_77910	79963
k101_77911	53
k101_77918	234
k101_77927	60
k101_77930	51
k101_77934	968
k101_77935	46
k101_77947	124
k101_77949	13726
k101_77955	81
k101_77975	22
k101_77979	76
k101_77991	74
k101_77992	569
k101_77996	66
k101_780	64
k101_78002	266
k101_78019	167
k101_7803	474
k101_78039	37
k101_78051	126
k101_78054	295
k101_78056	49
k101_7806	54
k101_78061	223
k101_78063	134
k101_7807	146
k101_78075	89
k101_78086	51
k101_78096	223
k101_78099	117
k101_78108	294
k101_78109	37
k101_78112	598
k101_78115	77
k101_7812	91
k101_78121	49
k101_78126	70
k101_78139	285
k101_78147	108
k101_78153	140
k101_78154	123
k101_7816	99
k101_78169	57
k101_78176	103
k101_7818	388
k101_78181	287
k101_78191	132
k101_78196	4424
k101_78198	8962
k101_78207	140
k101_78212	3518
k101_7822	266
k101_78220	167
k101_7823	2373
k101_78251	177
k101_78253	170
k101_78261	46
k101_78262	95
k101_78271	509
k101_78272	34
k101_78289	80
k101_7829	26
k101_78291	52
k101_78292	139
k101_78299	57
k101_7831	35642
k101_78313	25
k101_78318	20
k101_78323	74
k101_78328	479
k101_78329	249
k101_78337	77
k101_78347	408
k101_78355	142
k101_7836	93
k101_78363	80
k101_78383	713
k101_78387	44777
k101_78389	76
k101_78390	112
k101_784	80
k101_7840	336
k101_7843	3792
k101_78431	210
k101_78432	354
k101_7844	147
k101_78450	491
k101_78469	39
k101_78472	73
k101_78473	146
k101_78479	93
k101_78492	48
k101_78502	127
k101_78504	435
k101_7851	122
k101_78511	223
k101_78513	170
k101_78520	209
k101_78529	491
k101_7853	425
k101_7854	136
k101_78540	83
k101_78546	30
k101_78563	62
k101_78566	636
k101_7858	364
k101_78581	104
k101_78592	399
k101_78607	259
k101_78608	2259
k101_78623	44
k101_78640	45
k101_78643	42
k101_78648	34
k101_78660	140
k101_78661	63
k101_78665	238
k101_78691	178
k101_78716	74
k101_78727	327
k101_7873	845
k101_78750	26
k101_7876	106
k101_78769	83
k101_78770	31
k101_78771	135
k101_78774	302
k101_7878	106
k101_78782	131
k101_78784	72
k101_78794	564
k101_78798	110877
k101_78802	1396
k101_78803	64
k101_78807	1591
k101_78835	43
k101_78839	33
k101_78845	114
k101_78855	105
k101_78858	259
k101_78865	88
k101_7887	415
k101_78875	84
k101_78877	2012
k101_7888	134
k101_78892	391
k101_78893	31
k101_78903	76
k101_78906	55
k101_78908	50
k101_78934	79
k101_78940	110
k101_78947	23
k101_78948	247
k101_7895	160
k101_78951	1027
k101_78956	6729
k101_78958	30
k101_78961	47
k101_78974	17
k101_78976	33
k101_78985	101
k101_78987	274
k101_78990	53
k101_78993	32
k101_79018	92
k101_79023	59
k101_79026	84
k101_7903	1010
k101_7904	273
k101_79057	51
k101_79069	1217
k101_79073	1153
k101_79079	440
k101_79082	55
k101_79088	64
k101_79090	55
k101_79096	42
k101_791	134
k101_79108	20
k101_79142	201
k101_7915	121
k101_79151	37
k101_79152	68
k101_79154	13895
k101_79165	193
k101_7917	1273
k101_79170	390
k101_79177	136
k101_79180	121
k101_7920	9161
k101_79201	189
k101_79203	677
k101_79215	35
k101_79224	596
k101_7923	95
k101_79235	31
k101_79241	238
k101_79245	34
k101_79251	162
k101_79257	101
k101_79268	141
k101_79275	35
k101_7928	39
k101_79285	46
k101_79288	678
k101_79299	3788
k101_7930	147
k101_79300	73
k101_79304	146
k101_79313	414
k101_79318	48
k101_79319	288
k101_79321	53
k101_79330	200
k101_79331	18
k101_79332	49
k101_7934	121
k101_79340	240
k101_79341	3491
k101_7935	684
k101_79351	220
k101_79358	169
k101_79359	1578
k101_79366	156
k101_79372	69
k101_79378	52
k101_7938	224
k101_79384	8836
k101_79396	1072
k101_79403	40
k101_79404	39
k101_79412	133
k101_79419	129
k101_7942	5316
k101_79429	388
k101_79431	176
k101_7944	16001
k101_79442	410
k101_79455	639
k101_79458	589
k101_79465	46
k101_79471	2742
k101_79475	54
k101_79489	804
k101_79496	54
k101_79498	57
k101_7950	129
k101_7951	43
k101_79516	46
k101_79522	125
k101_7953	124
k101_79530	102
k101_79539	30
k101_79540	313
k101_79541	38
k101_79547	121
k101_7955	332
k101_79573	84
k101_79583	57
k101_7959	117
k101_79598	2815
k101_7960	51701
k101_79604	198
k101_79608	200
k101_79613	13940
k101_79615	132
k101_79617	112
k101_79621	305
k101_79634	283
k101_79642	64
k101_79643	81
k101_79656	269
k101_79657	30
k101_79661	49
k101_79688	40
k101_79689	28
k101_7969	111
k101_79693	136
k101_79700	53
k101_79708	95
k101_79711	85
k101_79715	429
k101_79735	52
k101_79739	215
k101_79740	655
k101_79752	96
k101_79756	127
k101_7977	35
k101_79776	283
k101_79783	81
k101_79785	836
k101_79786	38
k101_79794	64
k101_7980	221
k101_79800	156
k101_79802	88
k101_79814	206
k101_79821	69
k101_79830	286
k101_79834	131
k101_79839	80
k101_79845	137
k101_79863	98
k101_79865	83
k101_79882	36
k101_79884	4553
k101_79888	878
k101_79890	925
k101_79896	129
k101_799	706
k101_79905	291
k101_79909	1076
k101_79910	61
k101_79920	48
k101_79922	466
k101_79924	44
k101_79939	165
k101_79940	156
k101_7995	1063
k101_79953	75
k101_79961	57
k101_79965	1672
k101_79977	203
k101_79986	595
k101_80005	151
k101_8001	75
k101_80016	241
k101_80022	23
k101_80023	169
k101_8003	185
k101_80034	24
k101_80037	199
k101_8004	220
k101_80041	334
k101_80057	77
k101_80080	625
k101_80082	69
k101_80088	120
k101_8009	57
k101_80096	222
k101_80099	19257
k101_80112	137
k101_80118	56
k101_80124	459833
k101_8013	134
k101_80134	61
k101_8014	64
k101_80147	52
k101_80183	169
k101_80192	130
k101_80198	76
k101_80202	106
k101_80212	111
k101_80220	43
k101_80229	80
k101_8023	185696
k101_80235	73
k101_80242	70585
k101_80243	102
k101_80244	224
k101_80253	440
k101_80256	149
k101_80267	25
k101_80269	179
k101_80276	846
k101_8028	200
k101_80281	195
k101_80286	230
k101_80290	353
k101_80295	48
k101_803	49515
k101_80301	67
k101_80302	61
k101_80305	20
k101_80306	21
k101_80310	61
k101_80318	161
k101_8032	28
k101_80320	58
k101_80327	88
k101_80328	283022
k101_80332	100
k101_80341	58
k101_80343	27
k101_80344	61
k101_80345	82
k101_80357	45
k101_80361	71
k101_80363	144
k101_80364	66
k101_80366	35
k101_80370	183
k101_80372	51
k101_80382	52
k101_80386	120
k101_80397	8086
k101_80409	71
k101_80423	69
k101_80427	64
k101_80437	259
k101_80438	60
k101_80440	17
k101_80448	21
k101_8045	909
k101_80452	62
k101_80459	96
k101_8046	87
k101_80463	325
k101_80467	29
k101_80470	58
k101_80478	43
k101_80479	45
k101_80489	58
k101_80496	137
k101_80497	736
k101_80505	1087
k101_80507	29
k101_80515	597
k101_80523	7846
k101_80524	279
k101_8053	140
k101_80531	94
k101_80535	55
k101_80557	63
k101_80559	2424
k101_80560	21
k101_80569	56
k101_80575	79
k101_8058	2840
k101_80589	176
k101_80601	44
k101_80609	156
k101_80622	56
k101_80625	157
k101_80636	194
k101_8067	263
k101_80670	68
k101_80672	41
k101_8068	37
k101_80694	736
k101_80696	56
k101_80697	87
k101_807	296
k101_80701	649
k101_80702	161
k101_80711	70
k101_80716	1568
k101_8072	482
k101_80732	103279
k101_80733	153
k101_80735	43
k101_80739	146
k101_80744	156
k101_80746	190
k101_80750	267
k101_80751	44
k101_80754	170
k101_80756	449
k101_80757	1114
k101_80765	402
k101_80775	67
k101_80779	50
k101_8078	121
k101_808	1092
k101_80801	89
k101_80808	121
k101_80809	256
k101_8081	71
k101_80810	42
k101_80815	540
k101_80821	567
k101_8083	91
k101_80833	36
k101_80840	43
k101_80844	69
k101_80849	122
k101_80862	87
k101_80870	31
k101_80871	894
k101_80877	44
k101_80891	183
k101_80899	46
k101_809	122
k101_80902	380
k101_80906	376
k101_80915	213
k101_80916	134
k101_80919	59
k101_8092	81
k101_8094	308
k101_80947	7635
k101_8096	40
k101_80962	282
k101_8097	36
k101_80972	583
k101_80975	25
k101_80982	54
k101_80984	5506
k101_80990	276
k101_80993	177
k101_81000	50
k101_81002	101
k101_81005	28414
k101_81008	220
k101_81016	239
k101_81020	71
k101_81038	89
k101_81042	515
k101_81044	64026
k101_81051	190
k101_81052	84
k101_81056	53
k101_81071	99
k101_81073	104
k101_81076	57
k101_81077	512
k101_81087	722
k101_81088	193
k101_81090	165
k101_81101	60
k101_81114	4929
k101_81115	20
k101_81128	262
k101_81133	97
k101_81169	18
k101_81172	102
k101_81189	161
k101_81190	104
k101_81204	3777
k101_81205	35
k101_81208	197
k101_81237	1695
k101_81244	50
k101_81254	169
k101_81258	45
k101_8126	169
k101_8127	383
k101_81271	167
k101_81272	28
k101_81278	68
k101_8128	124
k101_81291	115
k101_81295	311
k101_81303	15
k101_81307	5708
k101_81312	30
k101_81326	62
k101_81330	36
k101_81332	50
k101_81347	8192
k101_81351	1441
k101_81353	148
k101_81357	68
k101_81359	47
k101_81363	141
k101_81364	59
k101_81366	90
k101_81378	62
k101_8138	118
k101_81380	758
k101_8139	435
k101_81392	257
k101_81399	30
k101_81413	131
k101_81415	117
k101_81422	572
k101_8144	110
k101_81449	309
k101_81450	60
k101_81451	58
k101_81457	62
k101_81466	80
k101_8147	27
k101_81475	2146
k101_81477	349
k101_81480	2655
k101_81490	37
k101_81502	4225
k101_81508	773
k101_81518	98
k101_8152	211
k101_81530	132
k101_81536	130
k101_8154	110
k101_81545	70
k101_8155	59
k101_81553	171
k101_81556	59
k101_81572	215
k101_81581	59
k101_81582	41
k101_8159	52
k101_81593	33
k101_81596	90
k101_81602	166
k101_81620	1048
k101_81627	274
k101_81628	119
k101_8163	179
k101_81630	65
k101_81648	129687
k101_81656	65
k101_81657	37
k101_81666	1306
k101_81668	51
k101_81704	213
k101_8171	72
k101_81712	97
k101_81713	65
k101_81721	42
k101_81727	21
k101_8173	56
k101_81731	66
k101_81737	127
k101_81740	50
k101_81741	48
k101_81748	134
k101_81767	240312
k101_81768	199
k101_81772	588
k101_81786	633
k101_81789	649
k101_8179	143
k101_81793	82
k101_818	515
k101_8180	142
k101_81803	142
k101_81811	135778
k101_81817	536
k101_81823	1195
k101_81829	460
k101_8183	489
k101_81834	70
k101_81878	29
k101_81888	62
k101_8189	2569
k101_81893	59
k101_81898	286
k101_8190	56
k101_81902	206
k101_81916	37
k101_81921	61
k101_81923	54
k101_81929	47
k101_81933	265
k101_81946	32
k101_81952	74
k101_81955	130
k101_8196	86
k101_81961	1215
k101_81971	59
k101_81985	273
k101_81997	112
k101_8200	154
k101_82002	193
k101_82008	198
k101_82011	61
k101_8202	303
k101_82032	170506
k101_82034	51
k101_82039	295
k101_82040	167
k101_82042	25
k101_82046	71
k101_82054	77
k101_82056	74
k101_8207	1132
k101_8208	59
k101_82081	130
k101_82082	66
k101_8209	6858
k101_82097	57
k101_82099	102
k101_821	84
k101_8210	221
k101_82109	68
k101_82114	31
k101_82115	36
k101_82117	1024
k101_82128	64
k101_8213	73
k101_82145	79
k101_82164	657
k101_82167	107
k101_82182	153
k101_82193	59
k101_82195	169
k101_82196	34
k101_82197	64
k101_82198	153
k101_822	441
k101_82208	33
k101_8221	399
k101_82213	44
k101_82214	79
k101_82217	1793
k101_82225	223
k101_82227	92
k101_82233	3751
k101_82242	218
k101_82248	195
k101_82251	78
k101_82262	3995
k101_82266	105
k101_82275	55
k101_82283	42
k101_82298	49
k101_8232	276
k101_82323	1419
k101_82332	170
k101_82333	75
k101_82335	61
k101_82344	23
k101_82345	1221
k101_82351	386
k101_82356	336
k101_82357	55
k101_8236	103
k101_82361	69
k101_82367	36
k101_82368	247
k101_82371	78
k101_82375	213
k101_82379	85
k101_8238	14445
k101_82387	30110
k101_8239	63903
k101_824	67
k101_82409	92
k101_8241	290
k101_82441	321
k101_82446	67
k101_82452	169
k101_82475	681
k101_82476	6617
k101_82486	50
k101_82491	873
k101_82500	89
k101_82503	183
k101_82505	73
k101_82518	41
k101_82521	219
k101_82522	34
k101_82525	181
k101_8253	54
k101_82532	120
k101_82544	53
k101_8255	41
k101_82552	1087
k101_8256	227
k101_82565	3548
k101_82568	238
k101_82578	150
k101_82582	275
k101_82595	43
k101_82596	30
k101_82597	68
k101_82610	156
k101_82611	15535
k101_82622	125
k101_82647	45
k101_82650	527
k101_8266	288243
k101_82675	33
k101_82676	96
k101_82680	905
k101_82683	69
k101_82687	115
k101_82690	108
k101_8271	356
k101_82716	659
k101_8273	30
k101_82733	1040
k101_82747	2640
k101_82752	1184
k101_82756	94
k101_8276	179
k101_82763	281
k101_82771	113
k101_82779	64292
k101_82781	1700
k101_82784	31
k101_82786	30
k101_8279	189
k101_82799	111
k101_82821	32
k101_8283	7571
k101_82836	203
k101_82845	48
k101_82847	23
k101_82849	364
k101_82852	1076
k101_82853	144
k101_82859	61
k101_82862	188
k101_82871	890
k101_82872	34
k101_8288	10335
k101_82888	148
k101_8289	43
k101_82911	897
k101_82924	48
k101_82929	113
k101_82939	51
k101_8294	155
k101_82942	78
k101_82954	27
k101_82959	113
k101_82970	80
k101_82971	138
k101_8298	95
k101_82982	63
k101_82991	37
k101_83	444
k101_83019	14670
k101_8303	78
k101_83046	52
k101_8305	862
k101_83055	49
k101_83058	546
k101_8306	157
k101_83073	37
k101_83075	251
k101_83080	102
k101_83092	32
k101_83097	43
k101_8312	191
k101_83132	251
k101_83133	69
k101_83144	405
k101_83155	167
k101_83159	50
k101_83164	109
k101_83168	217
k101_83172	168
k101_83187	53
k101_8319	180
k101_83195	100
k101_832	703
k101_8320	547
k101_83218	141
k101_83226	37
k101_83238	466
k101_8326	59
k101_83265	138
k101_83272	195
k101_83281	58
k101_83289	91
k101_83306	42
k101_83307	2805
k101_83313	774
k101_83317	231
k101_8332	99
k101_83320	226235
k101_83328	128
k101_83331	58
k101_83332	18
k101_83341	22
k101_83344	811143
k101_83347	204
k101_8335	41
k101_83352	73
k101_83359	388
k101_83360	95
k101_83376	27
k101_83380	190
k101_83384	36
k101_83390	50
k101_83408	47
k101_83413	171
k101_83414	107
k101_83416	111
k101_83435	75
k101_8344	306
k101_83441	361
k101_83446	33
k101_83448	112
k101_83474	737
k101_83482	140
k101_83491	161
k101_835	75
k101_8350	69
k101_83500	115
k101_83505	51
k101_83511	33
k101_8352	62
k101_83521	949
k101_83523	96
k101_83536	8749
k101_83538	41
k101_83539	32
k101_83540	36
k101_83560	128
k101_83572	704
k101_8358	159
k101_83581	89
k101_83584	225
k101_83586	72
k101_83596	85
k101_83600	124
k101_8361	259
k101_83612	245
k101_8362	593
k101_83625	962
k101_83627	707
k101_83628	168
k101_8364	944
k101_83645	229
k101_8365	348
k101_83656	294
k101_8366	436
k101_83662	219
k101_83669	183
k101_83671	853
k101_8368	97
k101_83685	39054
k101_83696	190
k101_83698	41
k101_8371	532
k101_83710	172
k101_83711	108
k101_83719	250
k101_83723	82
k101_83725	179
k101_83727	249
k101_83732	363
k101_8376	63
k101_83761	1238
k101_8377	2866
k101_83777	53
k101_83784	159
k101_838	12440
k101_83819	46
k101_8382	116
k101_83821	426
k101_83825	253
k101_8383	7960
k101_83832	242
k101_8384	180
k101_83840	25
k101_83841	91
k101_83846	20
k101_83860	57
k101_83878	46
k101_8388	78
k101_83886	118
k101_83891	136
k101_83895	135
k101_83897	63
k101_83898	1130
k101_8390	43
k101_8391	220
k101_83924	1733
k101_83932	553
k101_83936	154
k101_83943	546
k101_83945	73
k101_8395	112747
k101_83950	139
k101_83962	86
k101_83985	170
k101_83986	1757
