V1	sum
k101_152977	77
k101_152978	73
k101_152983	29
k101_152989	4353
k101_152994	348
k101_15302	111
k101_153028	70
k101_153035	17490
k101_153038	64
k101_15304	116
k101_153043	1243
k101_15306	358
k101_153066	33
k101_153082	72
k101_15309	535
k101_15310	296
k101_153114	2601
k101_153130	96
k101_15315	10150
k101_15316	164
k101_153176	425
k101_153182	47
k101_15319	367
k101_1532	2942
k101_15320	124075
k101_153203	79
k101_153213	59
k101_15322	243
k101_153222	286
k101_153226	81
k101_15324	66
k101_15325	91
k101_15326	63
k101_153281	70
k101_15329	152
k101_153297	117
k101_15330	258
k101_153305	623
k101_153338	62
k101_153346	1114
k101_15338	39
k101_1534	234
k101_15340	281
k101_153405	352
k101_153411	37
k101_15344	115
k101_153445	67
k101_153452	40
k101_153484	88
k101_153492	58
k101_153500	427
k101_153528	174
k101_153531	331
k101_153533	187
k101_153537	149
k101_153549	277
k101_153554	186
k101_153555	27
k101_153558	43
k101_15357	56
k101_153582	12047
k101_15360	120
k101_153603	97
k101_153617	65
k101_15362	372
k101_153626	184
k101_153632	394
k101_15364	68
k101_15366	26
k101_153660	231
k101_153661	88
k101_153666	332
k101_153684	75
k101_1537	321
k101_15371	604
k101_153719	96
k101_153753	324
k101_15377	205
k101_153787	86
k101_1538	341
k101_153801	648
k101_153820	64
k101_153824	403
k101_153831	436
k101_153864	9179
k101_153880	2298
k101_153883	28
k101_15389	1092
k101_153893	169
k101_153912	191
k101_153919	28
k101_153924	68
k101_15393	98
k101_15394	110
k101_153947	2179
k101_153960	67
k101_153965	53
k101_15397	54
k101_153979	267
k101_153980	27
k101_15399	55
k101_15400	146
k101_154001	2037
k101_154041	276
k101_154044	114
k101_154058	118
k101_154069	205
k101_154075	2345
k101_154089	86
k101_154146	112
k101_154157	36
k101_154159	30
k101_154166	1427
k101_154179	300
k101_154190	87
k101_1542	45
k101_15421	139
k101_154236	37
k101_15424	2937
k101_154242	78
k101_154244	155
k101_154257	25
k101_154259	138
k101_15426	271
k101_154272	139
k101_154284	98
k101_1543	94
k101_15431	127
k101_154325	4644
k101_15434	714
k101_154340	196
k101_15436	161
k101_15441	45
k101_15442	86
k101_15444	279
k101_154445	136
k101_154447	362
k101_154456	32
k101_15447	80084
k101_15451	3153
k101_154529	649
k101_15453	38
k101_154533	38
k101_154536	43
k101_154546	83
k101_154554	1595
k101_154565	53
k101_154566	56
k101_15457	557
k101_15460	256
k101_154605	1658
k101_15463	69
k101_154633	36
k101_154658	115
k101_15467	185
k101_154677	78
k101_154680	191
k101_154688	1193
k101_15471	29
k101_154736	120
k101_15474	49
k101_154746	51362
k101_15475	436
k101_15478	204
k101_154783	51
k101_154811	69
k101_154830	735
k101_154831	71
k101_154835	63
k101_154850	451
k101_154857	257
k101_154859	139
k101_15486	261
k101_154861	83
k101_154882	50
k101_154898	96
k101_154900	126
k101_154904	2122
k101_154910	177
k101_154914	89
k101_15492	36
k101_15493	73
k101_154942	146
k101_154963	87
k101_15497	7886
k101_154979	155
k101_15498	268
k101_154996	307
k101_154999	21
k101_155	263
k101_155003	71
k101_155029	35
k101_155050	3783
k101_155058	224
k101_15506	70
k101_15507	116
k101_155077	36599
k101_155129	23
k101_15513	55
k101_155142	84
k101_155144	44
k101_15518	104
k101_155187	77
k101_155188	253
k101_155191	140
k101_1552	1553
k101_155207	125
k101_155214	31
k101_155246	106
k101_155253	50
k101_155254	71
k101_155266	174
k101_15527	82
k101_155290	134
k101_1553	121
k101_15532	59
k101_15533	207
k101_155331	187
k101_155335	115
k101_155350	24
k101_155363	87
k101_155373	124
k101_155379	193
k101_15539	134
k101_155390	155
k101_155391	66
k101_15540	40
k101_155408	112
k101_155422	56
k101_155481	96
k101_155497	166
k101_1555	190
k101_15552	68
k101_15554	88
k101_155553	54
k101_155587	399
k101_155589	33
k101_155605	28
k101_155614	38
k101_155616	273949
k101_155621	82
k101_155622	53
k101_155654	40
k101_15566	68
k101_15567	145
k101_15568	9598
k101_155689	28
k101_15572	37
k101_155724	80
k101_155728	147
k101_155734	27
k101_155758	48
k101_15579	83
k101_155799	160
k101_1558	87
k101_155802	741
k101_155838	36320
k101_155842	83
k101_155848	21
k101_15586	138
k101_15587	88
k101_155878	66
k101_15588	86
k101_155887	50
k101_155888	39
k101_15589	152
k101_155893	602
k101_155897	38
k101_15590	40
k101_15593	63
k101_155932	55
k101_15594	68
k101_155944	29
k101_155950	641
k101_155955	43
k101_155969	50
k101_155972	31
k101_155989	177
k101_15599	763
k101_155996	2436
k101_156007	961
k101_15601	252
k101_156011	68
k101_156077	120
k101_156080	50
k101_15609	240
k101_156098	76
k101_156100	1093
k101_156125	84
k101_156127	601
k101_156129	96
k101_15613	51
k101_156157	142
k101_15618	507
k101_156187	448
k101_156206	298
k101_156219	66
k101_15624	662
k101_156290	37
k101_15632	125
k101_156349	178
k101_156358	711
k101_156374	66
k101_156397	34
k101_156399	59
k101_15641	164
k101_156445	62
k101_156450	144
k101_156457	107
k101_15646	32
k101_156464	81
k101_156488	263
k101_15649	38
k101_1565	158
k101_156500	50
k101_156501	61
k101_156520	117
k101_156521	22904
k101_156527	118
k101_15653	584
k101_156555	537
k101_156558	26
k101_156567	42
k101_15657	160
k101_156571	27
k101_156601	254
k101_156603	70
k101_15661	132
k101_156620	233
k101_156638	69
k101_156661	1462
k101_156678	66
k101_15668	491
k101_156691	55
k101_156719	335
k101_15676	1754
k101_156766	189
k101_156770	61
k101_156773	146
k101_156785	30
k101_156790	97
k101_156818	80
k101_156824	115
k101_156827	43
k101_156835	66
k101_156840	113
k101_156841	30
k101_156848	79
k101_156853	255
k101_156856	387
k101_156872	61
k101_156880	98
k101_15689	231
k101_156898	40
k101_1569	38
k101_156911	136
k101_156914	258
k101_156918	410
k101_156929	56
k101_156956	60
k101_156966	487
k101_156967	43
k101_15702	334
k101_157020	5499
k101_15703	66
k101_15704	214
k101_157041	117
k101_15705	300
k101_157076	131
k101_157079	141
k101_157114	815
k101_157121	41
k101_157124	140
k101_157128	232
k101_15713	18
k101_157152	37
k101_157159	108
k101_157161	253
k101_15717	149
k101_15719	76
k101_157196	5359
k101_15721	312
k101_157220	199
k101_15723	48
k101_157235	78
k101_157245	89
k101_157248	121
k101_157256	313
k101_157280	57
k101_157292	1751
k101_157295	1172
k101_1573	130
k101_157309	56
k101_157315	100
k101_157321	7067
k101_157325	101
k101_157331	279
k101_157333	84
k101_157336	961
k101_15734	240
k101_157370	1057
k101_157381	41
k101_157388	87
k101_15740	120
k101_157400	24
k101_157414	229
k101_157416	428
k101_157419	100
k101_157453	37
k101_157458	672
k101_157467	44
k101_157475	405
k101_157480	76
k101_157505	279
k101_157512	151
k101_157516	271
k101_157521	136
k101_157533	394
k101_157537	18
k101_15754	384
k101_157560	2449
k101_157574	167
k101_157606	25686
k101_157610	191
k101_157612	85
k101_157646	3071
k101_157647	3684
k101_157659	75
k101_15766	160
k101_157671	121
k101_157672	126
k101_15769	415
k101_157700	47
k101_15772	107
k101_15773	7712
k101_157737	59
k101_157740	183
k101_157741	783
k101_157753	158
k101_15776	3887
k101_157765	46
k101_157802	617
k101_157812	177
k101_15785	467
k101_157859	41
k101_15786	19077
k101_157878	74
k101_157889	449
k101_15789	4537
k101_157895	115
k101_15790	83
k101_157909	42
k101_157918	132
k101_157920	104
k101_157922	44
k101_15794	6075
k101_157948	97
k101_15796	186
k101_15798	154
k101_157994	111
k101_15802	8297
k101_158027	19711
k101_15803	53039
k101_158035	56
k101_158042	615
k101_15805	32
k101_158058	271
k101_15810	571
k101_158102	439
k101_158129	22
k101_158156	78
k101_15819	68
k101_158194	229
k101_158200	86
k101_15821	757
k101_158240	212
k101_158275	171
k101_158283	3932
k101_15829	10349
k101_15831	200
k101_15833	36
k101_15834	2830
k101_158364	21
k101_158373	79
k101_158387	114
k101_1584	41
k101_158407	144
k101_158413	25
k101_158424	57
k101_158475	79
k101_158485	57
k101_158492	81
k101_158496	184
k101_1585	142
k101_15853	1596
k101_158556	66
k101_15858	66
k101_158590	51
k101_158595	675
k101_1586	95
k101_15861	230
k101_158615	101
k101_158636	3117
k101_158647	162
k101_158649	122
k101_158652	481
k101_15866	126
k101_158684	535
k101_158692	24034
k101_158710	53
k101_158714	2974
k101_158718	345
k101_158758	123
k101_15876	607
k101_158772	55
k101_158779	51
k101_158788	4808
k101_158805	62
k101_158821	54
k101_158838	58
k101_15886	84
k101_158875	25
k101_158919	338
k101_158928	109
k101_158958	132
k101_158959	60
k101_158960	71
k101_158967	310
k101_15897	62
k101_158981	343
k101_15900	112
k101_159007	215
k101_15901	617
k101_159011	45
k101_159028	145
k101_15904	89
k101_159058	105898
k101_159078	98
k101_15908	833
k101_15909	126
k101_159107	29
k101_15914	27182
k101_159142	86
k101_159169	32
k101_159178	28
k101_15919	98
k101_1592	65922
k101_15920	106
k101_159203	24
k101_159205	172
k101_15921	1276
k101_159220	95
k101_15923	74
k101_159231	106
k101_15924	40
k101_159250	11960
k101_15926	803
k101_15927	118
k101_15928	186
k101_159280	11911
k101_159287	412
k101_159311	93
k101_159312	65
k101_159331	46
k101_15936	113
k101_159377	75
k101_159381	2123
k101_159391	40
k101_159394	193
k101_159403	666
k101_159415	109
k101_159451	40
k101_159464	541
k101_159468	287
k101_159478	64
k101_15948	62
k101_159484	7924
k101_159487	206
k101_159495	130
k101_159517	88
k101_15953	56
k101_159569	23
k101_159575	109
k101_159578	101
k101_159586	137
k101_159590	454
k101_159597	244
k101_1596	190
k101_159610	270
k101_159618	204
k101_159623	120
k101_159626	42
k101_159640	121
k101_159649	24
k101_159657	73
k101_15966	419
k101_15967	1306
k101_159670	28
k101_159681	240
k101_15969	295
k101_15970	65
k101_159733	21
k101_159746	1138
k101_15975	57
k101_159782	236
k101_159787	47
k101_159801	52
k101_15982	163
k101_159828	44
k101_159837	76
k101_159841	461
k101_159874	51
k101_15988	125
k101_159907	88
k101_15992	346
k101_159925	1463
k101_159949	252
k101_159985	89
k101_159988	35
k101_160	46
k101_16000	822
k101_160020	193
k101_16006	78
k101_16008	554
k101_160122	60
k101_160124	83
k101_16014	69
k101_160143	54
k101_16017	50
k101_1602	105
k101_16021	414
k101_160213	43
k101_160224	55
k101_160236	44
k101_16025	114
k101_16026	157
k101_160267	37
k101_16028	8071
k101_160280	267
k101_160286	64
k101_160295	46
k101_1603	170
k101_16030	423
k101_160300	893
k101_160312	68
k101_16033	45
k101_160338	2283
k101_16034	63
k101_16035	146
k101_160365	26
k101_16037	796
k101_160374	167
k101_160375	2086
k101_160376	67
k101_160380	54
k101_160386	388
k101_1604	20043
k101_16040	53
k101_160415	16160
k101_160444	67
k101_160448	114
k101_160460	68
k101_160471	12161
k101_16049	96
k101_160490	60
k101_1605	75
k101_160504	113
k101_160505	35
k101_160509	2417
k101_16052	1150
k101_160525	32
k101_160530	32
k101_160563	55
k101_160598	199
k101_160605	67
k101_160611	49
k101_160616	64
k101_16062	435
k101_160637	41
k101_16065	38
k101_160664	98
k101_160668	191
k101_160673	188
k101_160678	299
k101_160680	190
k101_160683	184
k101_16070	133
k101_160705	46
k101_16073	34
k101_16074	668
k101_160746	712
k101_160748	25
k101_160783	433
k101_160784	67
k101_1608	145
k101_16080	245
k101_160810	1601
k101_16084	180
k101_160866	87
k101_16087	2183
k101_160872	181
k101_160905	109
k101_160916	40
k101_160918	71
k101_16094	210
k101_160945	219
k101_160951	36
k101_160961	82
k101_160976	44
k101_160979	131
k101_16098	33
k101_160980	176
k101_16100	54
k101_161001	93
k101_161008	43
k101_161020	216
k101_161028	847
k101_161039	74
k101_161049	77
k101_161061	410
k101_161074	89
k101_161090	4943
k101_161095	54
k101_1611	167
k101_16110	241
k101_161108	65
k101_161112	31
k101_161114	663
k101_161125	45
k101_16114	180
k101_161148	215
k101_161163	228
k101_16117	68
k101_161170	84
k101_161171	29
k101_161177	204
k101_161195	184
k101_1612	121
k101_161205	92
k101_161230	40
k101_161233	60
k101_16124	60
k101_161241	59
k101_161244	3622
k101_16125	179
k101_161250	49
k101_161254	132
k101_161262	76
k101_161273	30
k101_161280	45
k101_161293	41
k101_161326	80
k101_16133	36
k101_161349	166
k101_161361	80
k101_16137	375
k101_161370	52
k101_161374	139
k101_16138	68
k101_161440	42
k101_161453	416
k101_161468	48
k101_161470	43
k101_161488	290
k101_161498	185
k101_1615	152
k101_161501	48
k101_161543	30
k101_16155	212
k101_161550	46
k101_161594	143
k101_161602	106
k101_161627	106
k101_161644	81
k101_161648	77
k101_161657	561
k101_161668	72
k101_16169	62
k101_161696	118
k101_161702	302
k101_16171	148
k101_161716	698
k101_161731	154
k101_16174	242
k101_161741	177
k101_16178	27
k101_161802	36
k101_161826	43
k101_16185	198
k101_161867	76
k101_16187	55
k101_161886	87
k101_161892	15356
k101_16191	101
k101_161917	160
k101_16192	456
k101_161925	236
k101_161929	1643
k101_16194	163
k101_161962	61
k101_161966	163
k101_162027	183
k101_16203	113
k101_162044	30
k101_162093	26
k101_16211	111
k101_162111	59
k101_162112	153
k101_162114	82
k101_16214	49
k101_162143	55
k101_162148	125
k101_16215	129342
k101_162164	43
k101_1622	200
k101_16220	315
k101_16222	359
k101_162227	67
k101_162242	142
k101_16225	29
k101_16226	216
k101_162323	30
k101_162329	65
k101_16233	32
k101_162344	44
k101_162347	170
k101_16236	36
k101_162375	86
k101_16238	353
k101_162393	48
k101_162404	147
k101_162430	51
k101_162446	36
k101_162450	51
k101_162453	896
k101_162457	26
k101_16246	85
k101_16248	48
k101_16249	106
k101_1625	123
k101_16250	1889
k101_162506	35
k101_162508	150
k101_16252	30
k101_162539	134
k101_16256	544
k101_16257	144
k101_162573	167
k101_162584	19
k101_16259	264
k101_162612	57
k101_162616	147
k101_162619	37
k101_16264	191
k101_162646	29
k101_16268	216
k101_1627	4639
k101_16272	2810
k101_162723	83
k101_162741	77
k101_162744	37
k101_162778	202
k101_162787	81
k101_16279	1001
k101_16281	41
k101_16283	128
k101_162830	63
k101_16285	27
k101_162865	92
k101_162866	54
k101_162872	181
k101_162876	5629
k101_162890	286
k101_162895	37
k101_16293	1177
k101_16297	68
k101_162977	109
k101_163	48
k101_1630	56
k101_16301	69
k101_163032	67
k101_163037	36
k101_163090	42
k101_163100	50
k101_163111	1051
k101_163113	98
k101_16313	901
k101_163152	215
k101_163153	48
k101_163159	153
k101_16319	333
k101_163221	112
k101_163223	141
k101_163230	27
k101_163232	194
k101_163273	225
k101_16328	690
k101_163285	283
k101_163295	117
k101_163328	81
k101_163329	46
k101_16333	60
k101_16335	32
k101_163379	59
k101_163387	89
k101_163414	1372
k101_163438	1777
k101_163448	175
k101_16345	23
k101_163451	210
k101_163454	306
k101_16346	625
k101_163473	196
k101_16348	394
k101_16350	112
k101_163529	37
k101_163545	50
k101_163566	306
k101_163604	1852
k101_163638	60
k101_163648	129
k101_16365	250
k101_16366	113
k101_163666	77
k101_163668	58
k101_163682	46
k101_163687	380
k101_16371	96
k101_163716	40
k101_163728	87
k101_163735	151
k101_16374	1048
k101_163753	436
k101_163775	323
k101_163781	56
k101_163783	156
k101_163793	3101
k101_163813	54
k101_163824	101
k101_16383	66
k101_163833	91
k101_163854	71
k101_163865	112
k101_163891	336
k101_163892	264
k101_163897	149
k101_1639	64
k101_163910	718
k101_163913	2552
k101_163923	57
k101_163938	87
k101_163955	6333
k101_163956	499
k101_16396	51944
k101_163967	60
k101_16397	46981
k101_163987	123054
k101_164	70
k101_1640	502
k101_164019	79
k101_16403	54847
k101_16406	543
k101_164085	111
k101_164086	21
k101_164110	21
k101_164112	213
k101_164113	300
k101_16413	239
k101_164133	56
k101_164135	82
k101_16419	409
k101_164193	540
k101_164200	23
k101_16421	100
k101_164226	5800
k101_16424	65
k101_164243	477
k101_16425	3894
k101_164250	712
k101_164256	66
k101_16428	114
k101_164294	85
k101_164297	42
k101_16431	258
k101_164315	49
k101_16432	203
k101_164328	440
k101_164335	176
k101_164353	129
k101_164362	26
k101_16440	1734
k101_164400	155
k101_164403	300
k101_164427	25
k101_164429	97
k101_16443	62
k101_164436	30
k101_164459	36
k101_16446	4065
k101_164473	62
k101_164498	287
k101_16451	186
k101_16452	304
k101_164531	91
k101_164547	271
k101_16455	12151
k101_16457	73
k101_164577	39
k101_164582	89
k101_16459	44
k101_1646	2421
k101_164601	63
k101_16461	4549
k101_164625	47
k101_16465	430
k101_16466	627
k101_164660	99
k101_164677	1675
k101_16469	375
k101_164697	3925
k101_1647	279
k101_164777	136
k101_164789	47
k101_1648	38
k101_164800	38
k101_164830	223
k101_16485	148
k101_1649	150
k101_164909	118
k101_164936	56
k101_16494	24
k101_164949	28
k101_164950	144
k101_16496	273
k101_16498	166
k101_164983	62
k101_165002	1797
k101_165005	167
k101_165053	90
k101_165055	36
k101_165074	167
k101_16509	1340
k101_16514	52
k101_165144	2282
k101_16515	87
k101_16516	2256
k101_165163	118
k101_165171	206
k101_165174	34
k101_165182	191
k101_16520	56
k101_165238	51
k101_165268	40
k101_16527	793
k101_165291	364
k101_1653	196
k101_165319	516
k101_16532	135
k101_16533	321
k101_16534	41
k101_165348	91
k101_165380	258
k101_165386	179
k101_165394	276
k101_165395	37
k101_165399	103
k101_1654	334
k101_165443	3861
k101_165463	134
k101_165466	36
k101_16547	99
k101_165471	203303
k101_165484	1852
k101_16549	119
k101_165510	131
k101_165511	43
k101_165533	77
k101_16557	267
k101_165570	73
k101_165571	144
k101_16559	6174
k101_165591	114
k101_1656	257
k101_16560	61
k101_16561	288
k101_165616	144
k101_16562	51
k101_165633	348
k101_165642	171
k101_165647	124
k101_165696	37
k101_16572	123
k101_16574	74
k101_165748	22
k101_165793	244
k101_1658	28
k101_165808	43
k101_165811	1750
k101_165814	40
k101_165824	208
k101_165845	50
k101_165851	32
k101_16586	18
k101_165893	100
k101_165903	36
k101_16592	139
k101_16593	115
k101_165957	90
k101_165987	108
k101_165989	82
k101_165990	112
k101_16600	42
k101_166002	51
k101_16601	360
k101_166011	182
k101_166028	107
k101_16607	408
k101_166074	31
k101_166076	1604
k101_166081	946
k101_166082	30
k101_166098	3216
k101_16610	63
k101_16611	40726
k101_166117	104
k101_166129	111
k101_166162	72
k101_16618	141
k101_166184	261
k101_166185	88
k101_1662	104
k101_166212	78
k101_166216	70
k101_166296	32
k101_166302	1609
k101_166341	43
k101_166343	42
k101_166345	50
k101_166360	49
k101_166366	1690
k101_166380	33
k101_166395	72
k101_16642	745
k101_166420	40
k101_16643	228
k101_166435	676
k101_166436	76
k101_166491	223
k101_166499	32
k101_166506	71
k101_166509	52
k101_16651	1633
k101_166511	311
k101_16653	225
k101_16655	265
k101_16656	144
k101_166561	32
k101_16657	80
k101_166581	247
k101_166605	250
k101_166607	24
k101_166615	196
k101_166662	46
k101_166665	31
k101_166676	24
k101_166695	42
k101_1667	783
k101_166710	59
k101_166716	59
k101_166750	360
k101_166760	32
k101_166765	18
k101_166786	71
k101_166797	609
k101_16681	17
k101_16682	37
k101_166821	311
k101_166866	206
k101_166896	45
k101_166897	584
k101_166908	17
k101_166938	29
k101_16696	134
k101_166966	83
k101_16697	54
k101_166985	2332
k101_16699	9023
k101_16700	175
k101_167015	44
k101_167033	435
k101_167079	35
k101_167081	110
k101_167086	9782
k101_167089	105
k101_167108	6508
k101_167119	27
k101_167128	94
k101_16713	1785
k101_167141	54
k101_167159	99
k101_167162	26
k101_16717	368
k101_167181	45891
k101_16719	20
k101_16720	47
k101_167205	1911
k101_16721	96
k101_167216	181
k101_16722	151
k101_167236	97
k101_167241	365
k101_167263	7618
k101_167290	192
k101_167330	18
k101_167344	494
k101_167386	15236
k101_1674	1840
k101_167419	79
k101_167434	122
k101_16744	417
k101_16745	86486
k101_167472	34
k101_16750	77
k101_167508	27148
k101_167512	16
k101_16752	57
k101_167522	84
k101_167562	20
k101_167578	36
k101_16758	110
k101_16759	107
k101_167608	106
k101_16762	639
k101_167624	110
k101_167656	1020
k101_167659	49
k101_16767	33
k101_167676	107
k101_167684	31
k101_167690	23658
k101_167712	25
k101_167719	314
k101_16772	825
k101_167796	76
k101_167798	89
k101_16783	71
k101_167831	33
k101_16786	647
k101_167873	75
k101_16789	70
k101_1679	74
k101_16790	38
k101_167903	72
k101_167910	65
k101_16793	273
k101_167951	41
k101_16796	26
k101_16799	127
k101_168026	9250
k101_16803	915
k101_168053	33
k101_168064	47
k101_16807	234
k101_16810	40
k101_168138	24
k101_16814	84
k101_168180	148
k101_16820	403
k101_168211	55
k101_16823	4336
k101_168234	216
k101_168269	20
k101_16827	472
k101_168280	65
k101_168301	16
k101_168303	288
k101_168321	6395
k101_168328	85
k101_16833	59
k101_168340	15
k101_168345	155
k101_16836	58
k101_16838	23594
k101_168384	65
k101_168396	92
k101_168415	55
k101_16842	587
k101_168435	67
k101_168437	110
k101_16845	493
k101_168453	111
k101_168472	2232
k101_168481	305
k101_1685	50
k101_16851	322
k101_168518	342
k101_168534	210
k101_168538	88
k101_168547	3128
k101_168558	45
k101_16856	32
k101_168571	1009
k101_168575	19
k101_168606	18853
k101_16861	241
k101_168635	70
k101_168636	85
k101_16865	62
k101_16867	1475
k101_168670	9293
k101_168682	2138
k101_168696	611931
k101_1687	76
k101_16873	295
k101_168737	203
k101_168750	60
k101_1688	62
k101_168818	62746
k101_168821	53
k101_168845	31
k101_16885	83
k101_168872	106
k101_168903	154
k101_168936	214
k101_168943	178
k101_168948	76
k101_16895	93
k101_168954	113
k101_16896	50
k101_168966	37
k101_16897	258
k101_16899	859
k101_169020	80
k101_169028	68
k101_169032	147
k101_169070	48
k101_16908	84
k101_16909	109
k101_1691	47
k101_169108	111
k101_169136	40
k101_169143	21
k101_16915	826
k101_169152	32
k101_169168	51
k101_169191	76
k101_169198	46
k101_16920	190618
k101_169214	218
k101_169227	131
k101_16923	380
k101_16924	119
k101_169252	43
k101_169281	100
k101_169295	90
k101_169309	183
k101_16931	44409
k101_169318	36
k101_169323	425
k101_169380	139
k101_169396	661
k101_169401	188
k101_169407	100
k101_16942	61
k101_169438	185
k101_169460	131
k101_169471	82
k101_169486	34
k101_169487	18
k101_16949	63
k101_169500	61
k101_169502	49
k101_169513	224
k101_16952	84
k101_169526	103
k101_169539	27
k101_169558	49
k101_169574	55
k101_16958	888
k101_16959	75
k101_169598	195
k101_169600	85
k101_169638	1309
k101_169640	74
k101_16967	112
k101_169674	294
k101_16968	72
k101_16969	18
k101_169693	61
k101_16970	5865
k101_169714	25343
k101_16974	503
k101_169748	407
k101_169751	180
k101_169762	681
k101_169766	60
k101_169768	413711
k101_16978	229
k101_169788	100
k101_169792	18
k101_16980	196
k101_169806	309
k101_16983	234
k101_169835	48
k101_169850	482
k101_16986	1441
k101_169880	94
k101_169886	50
k101_169916	125
k101_169930	64
k101_170	1160
k101_170003	321
k101_170011	375
k101_170018	66
k101_170019	3465
k101_170031	101
k101_17004	59
k101_170063	57
k101_170065	78
k101_17007	280
k101_170077	42
k101_170084	114
k101_170098	54
k101_17010	223
k101_170106	77
k101_170110	53
k101_17012	1190
k101_170131	127
k101_17014	7024
k101_170146	134
k101_170153	1317
k101_170171	45
k101_170176	84
k101_17018	515
k101_17019	181
k101_1702	97
k101_170217	157
k101_170219	406
k101_17023	1276
k101_17024	47
k101_17025	33
k101_170252	68
k101_170270	37
k101_17028	173
k101_17029	80
k101_170296	70
k101_170299	16
k101_1703	43
k101_17032	161
k101_170324	100
k101_170326	251
k101_170331	37
k101_170339	183
k101_170352	79
k101_170363	141
k101_170368	1812
k101_17038	20
k101_170389	124
k101_170398	49
k101_1704	1313
k101_170413	88
k101_170421	87
k101_170428	886
k101_170430	351
k101_170435	43
k101_17046	34
k101_17047	33
k101_17049	120
k101_170498	233
k101_17051	311
k101_17052	111
k101_170530	73
k101_17057	48
k101_170570	52
k101_170573	114
k101_17058	33
k101_170581	6685
k101_170592	69
k101_1706	308
k101_170600	81
k101_17061	48
k101_170614	159
k101_170649	104
k101_170687	33
k101_1707	33
k101_170700	68
k101_17072	6781
k101_170723	31
k101_17074	65
k101_170742	53
k101_17078	31
k101_170804	35
k101_170815	51
k101_170829	87
k101_17083	121
k101_170848	45
k101_170855	20
k101_170858	225
k101_17087	359
k101_17088	5472
k101_170932	314
k101_170935	200
k101_17094	88
k101_170948	49
k101_170949	80
k101_170954	113
k101_170978	49
k101_17099	283
k101_17100	2857
k101_171037	95
k101_171041	400
k101_17107	105
k101_17108	63
k101_171089	75
k101_17109	86
k101_17112	2376
k101_171128	828
k101_171159	169
k101_17121	75
k101_171211	37
k101_17122	684
k101_171243	220092
k101_171261	126
k101_171281	91
k101_171322	128
k101_17135	140
k101_17139	67
k101_171403	369
k101_17143	252
k101_171440	35
k101_171450	247
k101_171456	32
k101_171461	80
k101_17148	73
k101_171496	242
k101_17150	51
k101_171519	591
k101_17152	77
k101_171520	82
k101_17154	513
k101_171557	290
k101_171597	684
k101_171602	66
k101_171603	71
k101_171611	44
k101_171641	316
k101_171657	3123
k101_17167	62
k101_171676	609
k101_17168	15604
k101_171682	738
k101_17169	197
k101_171692	1040
k101_1717	59
k101_171704	60
k101_171706	30
k101_17172	51
k101_171724	1803
k101_171726	41
k101_171732	30
k101_171739	73
k101_171744	48
k101_171778	47
k101_17181	75
k101_17182	89
k101_17183	705
k101_171833	841
k101_171840	44
k101_171939	190
k101_17195	115
k101_171950	55
k101_171955	239
k101_17196	134
k101_171973	2033
k101_171977	66
k101_171978	140
k101_17198	8432
k101_171981	241
k101_171988	38
k101_172019	104
k101_172056	39
k101_172087	101
k101_172099	68
k101_1721	303
k101_172139	170
k101_17214	240
k101_172165	656
k101_172175	261
k101_172212	113
k101_172215	69
k101_172236	1395
k101_17224	140
k101_172242	874
k101_17227	245
k101_172286	407625
k101_172290	24
k101_172294	48
k101_17230	115
k101_17231	3790
k101_172314	125
k101_172319	37
k101_17232	270
k101_172322	38
k101_172335	74
k101_172347	31
k101_172349	86
k101_172357	262
k101_17237	300
k101_17238	7651
k101_172384	175
k101_172387	633
k101_172393	62
k101_172395	120
k101_17240	150
k101_17241	291
k101_172414	255
k101_17243	156
k101_172441	63
k101_172463	92
k101_172469	117
k101_17248	3788
k101_17249	449
k101_1725	168
k101_17250	57
k101_17251	47
k101_172512	142
k101_172525	774
k101_172527	76
k101_17253	273
k101_172547	30
k101_17257	61
k101_172571	47
k101_172593	44
k101_17263	138
k101_172668	70
k101_172681	78
k101_172687	40
k101_17269	401
k101_172700	506
k101_172705	32
k101_172706	178
k101_172728	26
k101_172738	50
k101_172741	78
k101_17277	77
k101_172775	200
k101_172787	32
k101_17280	45
k101_172803	221
k101_172809	91
k101_172823	42
k101_172868	67
k101_172877	814
k101_17289	284
k101_172909	108
k101_17293	35
k101_17295	204
k101_172956	12764
k101_172993	81
k101_172995	35
k101_173004	286
k101_173007	48
k101_17302	173
k101_17304	35
k101_173058	128502
k101_17306	135
k101_173076	69
k101_17310	477
k101_17313	39
k101_173147	129
k101_17317	685
k101_173175	484
k101_173191	47
k101_173206	32
k101_173207	124
k101_173224	31
k101_173266	124
k101_173289	25
k101_17329	1047
k101_173300	225
k101_173319	554
k101_17335	3526
k101_173381	51
k101_173394	41
k101_17340	1683
k101_173400	128
k101_173416	107
k101_17342	194685
k101_173444	37
k101_173446	148
k101_173467	23
k101_173469	281
k101_173473	143
k101_17348	81
k101_173534	53
k101_17354	196
k101_173557	43
k101_17357	50
k101_173578	48
k101_173582	201
k101_173635	38
k101_17365	1109
k101_173682	116
k101_173707	93
k101_173772	144
k101_17378	365
k101_173780	114
k101_173821	60
k101_173843	46
k101_173848	206
k101_173861	2560
k101_17387	53673
k101_173878	75
k101_173879	398
k101_17389	265
k101_173899	16557
k101_173914	299
k101_17393	1057
k101_173933	98
k101_173935	129
k101_17395	458
k101_173951	75
k101_173962	1070
k101_173965	421
